post_id,commentUser,timestamp,comments,likes
9,natalyosmann,2023-05-25 22:21:55+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0.0
9,stellainwonderland,2023-05-23 14:29:48+00:00,This is crazy:red_heart:️,0.0
9,kirankkaur,2023-05-22 19:17:02+00:00,literally the Audrey!,0.0
9,grafinya.gorbunova,2023-05-22 10:32:35+00:00,- Take a picture. Take a picture :camera_with_flash:,0.0
9,hayedehsabouni,2023-05-22 10:09:18+00:00,Really talented :star-struck::star-struck::star-struck::star-struck::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: Brilliant & Chic I proud of U @hassanzadeh_jewelry :beating_heart::red_heart:️:clapping_hands::clapping_hands::clapping_hands::clapping_hands::purple_heart:🩵:blue_heart::green_heart::red_heart:️,0.0
9,hayedehsabouni,2023-05-22 10:06:21+00:00,"Proud of my country ""Iran"":red_heart:️:beating_heart:",0.0
9,o_kovaa,2023-05-22 09:40:19+00:00,:smiling_face_with_heart-eyes:,0.0
9,yvonnetnt,2023-05-22 01:47:41+00:00,🫶:dizzy::smiling_face_with_heart-eyes:,0.0
9,germanlarkin,2023-05-22 00:41:21+00:00,Took my breath away :sparkles:,1.0
10,1djun_,2023-06-05 21:49:40+00:00,:green_heart::green_heart::green_heart:,0.0
10,vanessaroseblair,2023-06-02 18:05:27+00:00,So lush :cloud:️:cloud:️:cloud:️,0.0
10,marijnvanheijst,2023-06-02 15:09:50+00:00,Cool mom :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
10,whatgigiwears,2023-06-02 12:01:46+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
10,flavia.ippoliti,2023-06-02 11:54:19+00:00,:black_heart::black_heart::black_heart:,0.0
10,saschabunge,2023-06-02 11:46:56+00:00,:white_heart: zo chic!!!,0.0
10,fabio__montedoro,2023-06-02 10:07:40+00:00,Gorgeous :white_heart:,0.0
10,emmavloeimans,2023-06-02 10:04:33+00:00,:smiling_face_with_heart-eyes:,0.0
10,bcarven75,2023-06-02 09:32:02+00:00,Love the tabis:red_heart:️,0.0
10,lindatol_,2023-06-01 23:18:07+00:00,:red_heart:️,0.0
11,stylesprinter,2023-06-03 01:45:57+00:00,:fire::fire::fire::fire:,0.0
11,efde7100,2023-05-29 13:56:50+00:00,美麗警告LV~celin~Hermes~dior~fendi~Chanel~Gucci.....靠谱可人一百分#品质控+:syy845,0.0
11,zackanderson864,2023-05-29 10:19:32+00:00,Are those :melon::melon: real :thinking_face:,0.0
11,nicolepoede_,2023-05-29 07:25:52+00:00,:white_heart::white_heart:,0.0
11,lara_lepp,2023-05-28 23:55:55+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
11,official_cat,2023-05-28 10:31:26+00:00,This look :red_heart:️,0.0
11,eleonora.yb,2023-05-28 03:28:43+00:00,Шикарная!,0.0
11,kristianlaliberte,2023-05-28 01:38:39+00:00,:fire::fire::fire:,1.0
11,julluce,2023-05-27 19:27:45+00:00,:red_heart:️:fire: просто невероятная,0.0
11,k_s_salon,2023-05-27 16:12:04+00:00,:fire::fire::fire:,0.0
12,roosebregt,2023-06-03 07:57:43+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
12,olssonjensen,2023-06-02 19:36:09+00:00,Dream :thought_balloon:,0.0
12,8989cha,2023-06-02 18:35:13+00:00,:red_heart:️donkey,0.0
12,frederikeschut,2023-06-01 21:18:09+00:00,Love :white_heart::white_heart:,0.0
13,momsetproject,2023-05-29 20:07:13+00:00,:white_heart:,0.0
13,_legroni,2023-05-24 22:55:12+00:00,I FEEL this post,0.0
13,theceiling.shop,2023-05-24 11:35:42+00:00,:coin::coin::coin:,1.0
13,brigitte.tellier,2023-05-24 09:05:27+00:00,︎♡,1.0
13,mightymaitie,2023-05-24 08:00:43+00:00,Is dat een gouden mossel aan je sleutelbos?:spiral_shell::oyster: Intrigued?!,1.0
14,wilsonjunior5055,2023-05-31 16:42:23+00:00,"Hey, DM me!",0.0
14,erika_boldrin,2023-05-30 19:24:05+00:00,You:smiling_face_with_heart-eyes:,0.0
14,cottoncake_,2023-05-26 20:08:26+00:00,:smiling_face_with_heart-eyes:,0.0
14,saschabunge,2023-05-26 09:33:37+00:00,:sparkling_heart:chic!!,0.0
14,cortnebonilla,2023-05-25 22:32:31+00:00,these jeans truly are perfect,0.0
14,azarakhsh_akbari,2023-05-25 20:49:10+00:00,Knapste mama :beating_heart:,0.0
14,hannamw,2023-05-25 20:13:19+00:00,Youuuu:red_heart:️,0.0
14,maimoun_store,2023-05-25 19:47:15+00:00,:red_heart:️:red_heart:️:red_heart:️,0.0
14,caitlin__wheeler,2023-05-25 19:45:49+00:00,Hiii where are these sunglasses from :smiling_face_with_sunglasses:,0.0
14,sleepysailormoon,2023-05-25 15:42:21+00:00,love this denim,0.0
15,kydracolor,2023-05-28 09:30:17+00:00,Dress :fire::fire::fire::fire::fire:,0.0
15,anna.skrypka.co,2023-05-26 22:41:40+00:00,:fire::fire:,0.0
15,hautemona,2023-05-26 21:43:09+00:00,:rose::kiss_mark:,0.0
15,stasiaer,2023-05-26 15:48:10+00:00,Божественна! :smiling_face_with_heart-eyes:,0.0
15,yuliapankratova,2023-05-26 12:50:15+00:00,:broken_heart::broken_heart::broken_heart:,0.0
15,thefrntalpr,2023-05-25 22:35:23+00:00,:red_heart:️:red_heart:️:red_heart:️,0.0
15,lara_lepp,2023-05-25 09:37:38+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
15,lyu_volkova,2023-05-25 07:03:09+00:00,:red_heart:️:red_heart:️:red_heart:️,0.0
15,shumakova.vera,2023-05-25 06:26:15+00:00,"Был ли кто-то лучше??? Думаю, что нет!:smiling_face_with_heart-eyes::fire::clapping_hands:",0.0
16,bron0176,2023-04-26 10:29:26+00:00,Where are your leather look pants from please?,0.0
16,sharonjgreen,2023-04-26 06:35:39+00:00,A wonderful staple. Love all these looks. Can you please tell me where the green blazer is from? Been looking for something similar.,0.0
16,dilshan_pathirana,2023-04-26 03:10:12+00:00,Nice,0.0
16,cremusnoc,2023-04-25 14:00:26+00:00,Uniqlo are the best… is this the men’s or women’s version of this tee?,0.0
16,mil_co16,2023-04-25 09:01:09+00:00,What’s the sizing like on the check coat?,0.0
16,caseyyhotch,2023-04-25 05:39:51+00:00,@_insainslie_,0.0
16,tinaabeysekara,2023-04-26 17:25:44+00:00,"@sharonjgreen Love this blazer as well! One of my faves for 2 years now, I’ve linked it in my LINKS highlight and also in my Outfit Links in my bio :smiling_face_with_hearts:",3.0
16,tinaabeysekara,2023-04-26 19:02:23+00:00,@bron0176 Zara! I believe they’re back in stock now :smiling_face_with_hearts:,1.0
17,artipoppe,2023-05-16 08:58:28+00:00,Love! :raising_hands::black_heart:,0.0
17,etoile_luxury_vintage,2023-05-12 09:22:19+00:00,Love this,0.0
17,marijnvanheijst,2023-05-11 15:13:51+00:00,Cool in Chanel :black_heart::white_heart:,0.0
17,kristinegogsadze,2023-05-11 10:15:20+00:00,Beauty :fire:,0.0
17,kimberlybalten,2023-05-11 08:36:46+00:00,:heart_on_fire:,0.0
17,ellabroek,2023-05-11 05:28:38+00:00,:heart_exclamation:️:heart_exclamation:️:heart_exclamation:️,0.0
17,lindatol_,2023-05-11 04:25:22+00:00,:red_heart:️,0.0
17,meganadelaide,2023-05-10 22:41:27+00:00,:white_heart::white_heart:,0.0
17,_yycc99,2023-05-10 21:50:02+00:00,:fire::fire::fire:,0.0
17,faaar07,2023-05-10 21:31:52+00:00,:black_heart::black_heart::black_heart:,0.0
18,steevencee,2023-05-19 14:33:07+00:00,:crying_face::raising_hands:,0.0
18,k.jadereason,2023-05-17 19:40:06+00:00,:red_heart:️:red_heart:️:red_heart:️,0.0
18,joycekamerbeek,2023-05-17 17:44:14+00:00,Wat een leuk meisje heb je! :red_heart:️,0.0
18,yasdikkeboom,2023-05-17 10:27:22+00:00,Motherhood looks so good on you:red_heart:️,1.0
18,joleomemeier,2023-05-16 18:33:37+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
18,xoxotsumi,2023-05-16 13:58:36+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
18,bykayleevanhaften,2023-05-16 09:50:49+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
18,artipoppe,2023-05-16 09:00:51+00:00,Such a blessing :sparkling_heart:,2.0
18,oumaymaboumeshouli,2023-05-16 08:11:03+00:00,:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️ :smiling_face_with_heart-eyes:,0.0
19,doina,2023-05-10 18:47:13+00:00,The table :smiling_face_with_heart-eyes:,1.0
19,fatmakaratas.t,2023-05-10 17:13:16+00:00,:clapping_hands:,0.0
19,k.jadereason,2023-05-08 23:39:45+00:00,:red_heart:️:red_heart:️:red_heart:️,0.0
19,stephaniebroek,2023-05-10 19:23:22+00:00,@doina :white_heart::white_heart::white_heart:,0.0
20,jessicagudlowski,2023-05-23 17:09:31+00:00,🩵,0.0
20,pehr,2023-05-08 13:24:09+00:00,🫶🫶,1.0
20,haileychristine___,2023-05-07 13:48:27+00:00,Love the Ganni coat! What size did you go with? :black_heart:,0.0
20,rachelleayoung,2023-05-07 09:56:40+00:00,Love this first outfit :blue_heart:,0.0
20,daan.de.ruijter,2023-05-06 22:22:06+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
20,sophievandaniels,2023-05-06 07:37:58+00:00,The coat :heart_on_fire::heart_on_fire:,0.0
20,jules_kidsconcept,2023-05-06 05:56:17+00:00,:red_heart:️,0.0
20,at_venu,2023-05-06 05:49:04+00:00,:red_heart:️:red_heart:️:red_heart:️,1.0
20,whatgigiwears,2023-05-05 21:49:28+00:00,So cool :fire:,1.0
20,stephaniebroek,2023-05-08 19:12:51+00:00,@francesshoemack :white_heart::white_heart:,1.0
21,chalerota.daserra,2023-06-06 11:27:06+00:00,:clapping_hands:,0.0
21,ciriladias12oficial,2023-06-06 04:05:09+00:00,:clapping_hands::clapping_hands::clapping_hands:,0.0
21,hugoskyr,2023-06-06 03:59:57+00:00,AMO TE 🩷,0.0
21,curielmarcia,2023-06-06 02:39:43+00:00,Linda,0.0
21,sophiamoura29,2023-06-06 02:00:18+00:00,:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️,0.0
21,thatboypaulwiltshire,2023-06-06 01:52:08+00:00,Hey Gisele im Paul xxxxxxxx,0.0
21,raphampvthury,2023-06-05 22:38:12+00:00,:clapping_hands::clapping_hands::clapping_hands:,0.0
21,deboradenecke,2023-06-05 20:32:00+00:00,:red_heart:️:red_heart:️:red_heart:️:red_heart:️,0.0
21,aldrey.ferrari,2023-06-05 19:25:32+00:00,:blue_heart:,0.0
22,z.___o___.e,2023-06-06 19:25:13+00:00,"How are you not embarrassed to hear someone keep telling you to stop copying Everything that I do @gisele. I removed the comments because I thought you were going to stop. You have no self control, no respect, no identity, and no shame!!!",0.0
22,z.___o___.e,2023-06-06 18:59:06+00:00,Stop,0.0
22,z.___o___.e,2023-06-06 18:59:04+00:00,Stop,0.0
22,z.___o___.e,2023-06-06 18:56:38+00:00,This is plagiarism and you are dangerously close to getting a lawsuit. This is your warning to stop @gisele,0.0
22,dimitrov_joroo,2023-06-06 18:48:22+00:00,Hello from Bulgaria,0.0
22,ckralemannwilliam,2023-06-06 18:46:15+00:00,And its only by faith that you trust me.Thats with anyone.If your familiar with the Bible Gisele then it sais somewhere in it to not lean on your own understanding but Lean on Gods understanding.The most common thing for celebrities to do is to lean on thete own understanding because they assume its there own works that elevate them in a higher position than others.No mortal is higher than me Gisele.Im sorry to break it to you.A correct marriage stands as The man ahead of the household.the woman under him then the chillins or children,0.0
23,petviagensmania,2023-06-06 13:39:38+00:00,Que legal. Sonho de relação familiar em qualquer lugar!! Parabéns @gisele,0.0
23,katharinatruman,2023-06-06 13:37:27+00:00,:red_heart::red_heart::red_heart::red_heart:,0.0
23,brenda.lamparyk,2023-06-06 13:23:29+00:00,~ this is the greatest gift. no other material need even comes close. 🫶:light_skin_tone: thank you for spreading love✌:light_skin_tone:,0.0
23,mmoore216,2023-06-06 11:51:18+00:00,Your Mom is very Beautiful too! Hope it was great for both of you!:red_heart:️:red_heart:️:red_heart:️,0.0
23,debrasilverman_astrology,2023-06-05 23:28:49+00:00,:red_heart:️:red_heart:️:red_heart:️,0.0
23,parham_dehghan2,2023-06-05 15:41:43+00:00,Best mum in world :world_map:️:red_heart:️:smiling_face_with_smiling_eyes::pear:3>.,0.0
23,eloisadesignerlifestyle,2023-06-05 15:18:59+00:00,A foto do marrrrr! Uau!!!!,0.0
24,renatalongoni,2023-06-06 13:00:15+00:00,Musa! :purple_heart:,0.0
24,mmoore216,2023-06-06 11:52:51+00:00,Beautiful blue eyes! :red_heart:️:red_heart:️:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
24,sophiamoura29,2023-06-06 02:01:47+00:00,Lindaaaaaaaaaaa:sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart:,0.0
24,sophiamoura29,2023-06-06 02:01:34+00:00,Bela:rose::rose::rose::rose::rose::rose::rose::rose::rose:,0.0
24,sophiamoura29,2023-06-06 02:01:28+00:00,Deslumbrante:crown::sparkles::clapping_hands_light_skin_tone:,0.0
24,sophiamoura29,2023-06-06 02:01:02+00:00,Rainha:star-struck::star-struck::star-struck::star-struck::star-struck::star-struck::star-struck::star-struck::star-struck::star-struck::star-struck:,0.0
24,sophiamoura29,2023-06-06 02:00:54+00:00,Perfeita:sparkles::sparkles::sparkles::sparkles::sparkles::sparkles::sparkles::sparkles:,0.0
24,laplanteregine,2023-06-05 15:14:31+00:00,So pretty !:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
25,___denilson.afonso,2023-06-06 11:58:10+00:00,Que belo decote,0.0
25,___denilson.afonso,2023-06-06 11:58:06+00:00,Gostosa,0.0
25,aldeziriojr,2023-06-06 05:15:04+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
25,aims365,2023-06-05 19:50:24+00:00,:orange_heart::orange_heart::orange_heart:,0.0
25,aldrey.ferrari,2023-06-05 19:25:38+00:00,:blue_heart:,0.0
25,laplanteregine,2023-06-05 15:13:05+00:00,:green_heart:,0.0
25,eduvipp,2023-06-04 15:48:44+00:00,:clapping_hands::clapping_hands::clapping_hands::smiling_face_with_heart-eyes::red_heart::face_blowing_a_kiss::red_heart::smiling_face_with_sunglasses::victory_hand::squinting_face_with_tongue::fire::smiling_face_with_heart-eyes::fire::fire::fire::fire:GORGEUS:fire::fire::fire:,0.0
25,miss.jasmineg,2023-06-02 15:12:39+00:00,:fire::fire::clapping_hands:,0.0
25,rupashkuam,2023-06-01 16:39:20+00:00,I love:red_heart:️:red_heart:️:red_heart:️:red_heart:️,0.0
26,mmoore216,2023-06-06 11:54:04+00:00,:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0.0
26,aims365,2023-06-05 19:50:41+00:00,:purple_heart::purple_heart::purple_heart:,0.0
26,aldrey.ferrari,2023-06-05 19:25:45+00:00,:blue_heart:,0.0
26,islandtribe_,2023-06-05 01:09:12+00:00,:two_hearts:,0.0
26,elianaportella,2023-06-03 22:14:23+00:00,"Parabéns, maravilhosa! Deus te abençoe sempre! :red_heart:️:raising_hands:",0.0
26,ahmedope,2023-05-30 11:02:19+00:00,I hope you make it to the new spice girls movie #SpiceGirla @spicegirls,0.0
26,taninagrey,2023-05-28 18:59:15+00:00,:water_pistol:,0.0
26,thaipeoliveira,2023-05-28 12:52:19+00:00,"Giii,  faz uma caridade e me segue para engajar meu trabalho com os animais, por favor, deusa do universo! :smiling_face_with_heart-eyes::woman_dancing_light_skin_tone::crown:",0.0
27,jen_cor77,2023-06-03 02:33:43+00:00,:hot_face::fire::fire::fire:,1.0
27,amberunraveled,2023-06-02 15:16:06+00:00,wowwwww get it!,1.0
27,edelabarre,2023-06-02 14:50:28+00:00,Love that kitchen!!!!,1.0
27,rhyancaminske,2023-06-03 20:41:34+00:00,@amberunraveled ahhhh thank you,0.0
28,feelgoodcentral,2023-05-16 01:59:34+00:00,"Happy mom's day, Rhyan :red_heart:️:red_heart:️:red_heart:️:red_heart:️",0.0
28,mommakellz328,2023-05-15 17:35:45+00:00,I hope you had a wonderful Mother’s Day! :heart_suit:️:heart_suit:️,0.0
28,yourbotoxbestie,2023-05-15 13:52:44+00:00,Happy Mother’s Day!,1.0
28,steph.fishing,2023-05-15 13:11:20+00:00,Happy Mother’s Day!! :cherry_blossom:,0.0
28,mudavefan,2023-05-15 11:04:08+00:00,"Happy Mother's Day, Rhyan!",0.0
28,lex__92,2023-05-15 10:55:23+00:00,HMD beautiful lady! Xo,0.0
28,simplysummerjenn,2023-05-15 10:19:33+00:00,Happy Mother’s Day :red_heart:️,0.0
28,drew_drew27,2023-05-15 03:51:12+00:00,Happy Mother’s Day,0.0
28,dannafwells,2023-05-15 02:24:31+00:00,Happy Mother’s Day! :sparkling_heart::sparkles:,0.0
28,rhyancaminske,2023-05-16 18:05:32+00:00,@yourbotoxbestie happy Mother’s Day to you too!!! :red_heart:️,1.0
29,cajuntrader1987,2023-06-01 01:24:36+00:00,Great pics! Looks like a fun weekend.,1.0
29,steve2044.sd,2023-05-31 01:21:33+00:00,So adorable,1.0
29,arailz,2023-05-30 15:37:10+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,1.0
29,papafrank13,2023-05-30 01:36:39+00:00,:folded_hands::heart_suit:️:heart_suit:️,1.0
29,pd203,2023-05-30 00:32:06+00:00,Wow you son looks a lot like by your husband. Man everyone is posting their kids today . My wife did too.. this a thing or? :United_States:,1.0
29,carlvoshel,2023-05-30 00:27:48+00:00,Lol whos got baby fever Carl or you  enjoy,1.0
30,alleest111,2023-05-26 08:41:26+00:00,I sincerely hope you could read my private message:),0.0
30,petitemiamigirl,2023-05-23 05:43:20+00:00,So pretty and elegant! Love your total look! :smiling_face_with_heart-eyes::white_heart:,0.0
30,wiedemanntami,2023-05-18 14:47:53+00:00,Looking good :smiling_face_with_heart-eyes:,0.0
30,denisemichellemcninch,2023-05-18 12:41:14+00:00,Those are super cute loafers,0.0
30,momlife.of.leni.and.leo,2023-05-17 23:43:52+00:00,:smiling_face_with_heart-eyes::red_heart:️:fire::red_heart:️,0.0
30,lentzdestiny,2023-05-17 21:25:44+00:00,I bought the Lululemon dress pants and they’ve changed my life!,0.0
30,new_fashionnailspa,2023-05-17 14:52:01+00:00,:fire::fire::fire:beautiful happy lovely :clapping_hands::red_heart:️,0.0
30,jae.savage27,2023-05-17 12:42:08+00:00,Pretty @rhyancaminske! :fire::fire::fire::star-struck::star-struck::star-struck:,1.0
30,layla_beauty_06,2023-05-17 12:40:59+00:00,Send pic on :pinched_fingers:@paradise_pro_media:check_mark_button:2.9M,1.0
31,wjomarie_forrest,2023-06-06 18:08:55+00:00,"Hello, Hey I sent you a DM! If you could check your hidden requests it will be in there.",0.0
31,michdumas,2023-06-06 04:07:12+00:00,Soo deserving! :smiling_face_with_heart-eyes:,0.0
31,iammrscoscia,2023-06-05 21:45:53+00:00,Well I’m jealous.,0.0
31,grip2u,2023-06-05 21:02:29+00:00,You go girl:fire::fire:,0.0
31,elizabeth.alejandra,2023-06-05 19:38:58+00:00,Love the shoes!!,0.0
