post_id,commentUser,timestamp,likes,polarity,sentiment,keywords_comments
5,burttled,2023-05-24 19:58:32+00:00,0.0,-0.3476,neutral,"['маша', 'broken_heart']"
5,cassaundrarose,2023-05-24 11:49:09+00:00,0.0,0.0639,neutral,"['heart_on_fire', 'heart_on_fire heart_on_fire']"
5,tatyanakochnova_official,2023-05-24 07:29:00+00:00,0.0,0.2687,neutral,"['perfect match', 'match', 'broken_heart', 'perfect']"
5,amooooreeee_,2023-05-24 07:15:06+00:00,0.0,0.9638,positive,"['red_heart', 'gorgeous red_heart', 'red_heart red_heart', 'gorgeous']"
5,myrluka,2023-05-24 07:10:01+00:00,0.0,0.8926,positive,"['come true', 'true', 'dreams', 'eyes fire', 'come']"
5,sweetmatchaicecreamira,2023-05-24 04:34:15+00:00,0.0,0.5911,positive,"['si belle', 'belle', 'si', 'red_heart smiling_face_with_heart', 'smiling_face_with_heart eyes']"
5,amalia_roumy,2023-05-24 02:58:50+00:00,0.0,0.9832,positive,"['much smiling_face_with_heart', 'love much', 'much', 'love', 'smiling_face_with_heart eyes']"
5,christellehawa,2023-05-24 02:58:22+00:00,0.0,0.9813,positive,"['hundred_points', 'wow', 'beautiful']"
5,noha_rached,2023-05-24 02:58:04+00:00,0.0,0.915,positive,"['classy fire', 'classy', 'elegant', 'fire']"
5,jane_elhajj,2023-05-24 02:57:42+00:00,0.0,0.9546,positive,"['suits', 'much red_heart', 'red', 'much', 'red_heart']"
6,ajgul_agayeva,2023-06-06 11:10:16+00:00,0.0,0.6738,positive,"['foto', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
6,josephinebredsted,2023-06-06 07:03:45+00:00,0.0,0.719,positive,"['olive', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes', 'red_heart']"
7,sherylunardi,2023-05-24 01:04:07+00:00,0.0,0.0321,neutral,[]
7,masha_lobanovaa,2023-05-23 21:15:28+00:00,1.0,-0.0042,neutral,['red_heart']
7,sandra_soko,2023-05-23 19:14:23+00:00,0.0,0.868,positive,"['eyes smiling_face_with_heart', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
7,lara_lepp,2023-05-23 03:10:06+00:00,0.0,0.7867,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes', 'eyes smiling_face_with_heart']"
7,selflover_studio,2023-05-22 23:43:30+00:00,0.0,-0.1318,neutral,"['красота', 'raising_hands red_heart', 'red_heart fire', 'raising_hands', 'fire']"
7,pamarias,2023-05-22 23:36:00+00:00,1.0,0.9472,positive,"['stunning smiling_face_with_heart', 'stunning', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
7,fela_montparnasse_felappi,2023-05-22 22:45:21+00:00,0.0,0.5739,positive,"['cannes', 'queen']"
7,gabrielaaamedinaaa,2023-05-22 21:26:07+00:00,0.0,0.1033,neutral,['red_heart']
7,pr_saymedia,2023-05-22 20:21:15+00:00,0.0,-0.042,neutral,"['direct', 'check']"
7,20.04th,2023-05-22 20:09:37+00:00,0.0,0.9874,positive,"['smiling_face_with_heart', 'smiling_face_with_heart eyes', 'eyes', 'eyes beautiful', 'omg smiling_face_with_heart']"
8,frederikeschut,2023-06-05 06:33:22+00:00,0.0,0.0205,neutral,"['zo', 'mooi', 'black_heart white_heart', 'black_heart', 'white_heart']"
8,_jeanettemadsen_,2023-06-04 06:05:34+00:00,0.0,0.1033,neutral,['red_heart']
8,maimoun_store,2023-06-04 01:54:01+00:00,0.0,0.347,neutral,"['ribbon', 'wow']"
8,sashashviderska,2023-06-03 17:41:10+00:00,0.0,0.728,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
8,erika_boldrin,2023-06-03 12:31:13+00:00,0.0,-0.0167,neutral,['chic']
8,joysworld_,2023-06-03 11:21:17+00:00,0.0,0.906,positive,"['perfect', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
8,brunabear,2023-06-03 09:17:40+00:00,0.0,0.728,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
8,flavia.ippoliti,2023-06-03 07:01:01+00:00,0.0,0.0892,neutral,"['brown_heart', 'brown_heart brown_heart']"
8,rubyfranken,2023-06-03 06:26:51+00:00,0.0,0.2898,neutral,"['mooi red_heart', 'mooi', 'red_heart']"
8,___leipzigrotterdam,2023-06-02 22:40:42+00:00,0.0,0.0519,neutral,['black_heart']
9,handritian,2023-05-27 04:46:58+00:00,0.0,0.8577,positive,"['wow red_heart', 'wow', 'red_heart']"
9,natalyosmann,2023-05-25 22:21:55+00:00,0.0,0.8756,positive,"['clapping_hands', 'clapping_hands clapping_hands', 'eyes smiling_face_with_heart', 'smiling_face_with_heart eyes', 'smiling_face_with_heart']"
9,stellainwonderland,2023-05-23 14:29:48+00:00,0.0,0.5231,positive,"['crazy', 'red_heart']"
9,kirankkaur,2023-05-22 19:17:02+00:00,0.0,-0.2652,neutral,['literally']
9,grafinya.gorbunova,2023-05-22 10:32:35+00:00,0.0,0.146,neutral,"['take', 'picture', 'camera_with_flash']"
9,hayedehsabouni,2023-05-22 10:09:18+00:00,0.0,0.9713,positive,"['star struck', 'struck', 'star', 'struck star', 'clapping_hands']"
9,hayedehsabouni,2023-05-22 10:06:21+00:00,0.0,0.9736,positive,"['iran', 'country', 'proud', 'beating_heart', 'red_heart']"
9,o_kovaa,2023-05-22 09:40:19+00:00,0.0,0.728,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
9,yvonnetnt,2023-05-22 01:47:41+00:00,0.0,0.5938,positive,"['dizzy', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
9,germanlarkin,2023-05-22 00:41:21+00:00,1.0,0.8189,positive,"['breath away', 'breath', 'away', 'took', 'sparkles']"
10,1djun_,2023-06-05 21:49:40+00:00,0.0,0.4711,neutral,"['green_heart', 'green_heart green_heart']"
10,vanessaroseblair,2023-06-02 18:05:27+00:00,0.0,0.677,positive,"['cloud', 'cloud cloud']"
10,marijnvanheijst,2023-06-02 15:09:50+00:00,0.0,0.8792,positive,"['eyes smiling_face_with_heart', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes', 'mom']"
10,whatgigiwears,2023-06-02 12:01:46+00:00,0.0,0.8402,positive,"['eyes smiling_face_with_heart', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
10,flavia.ippoliti,2023-06-02 11:54:19+00:00,0.0,0.0494,neutral,"['black_heart', 'black_heart black_heart']"
10,saschabunge,2023-06-02 11:46:56+00:00,0.0,0.17,neutral,"['zo', 'chic', 'white_heart']"
10,fabio__montedoro,2023-06-02 10:07:40+00:00,0.0,0.9073,positive,"['gorgeous white_heart', 'gorgeous', 'white_heart']"
10,emmavloeimans,2023-06-02 10:04:33+00:00,0.0,0.728,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
10,bcarven75,2023-06-02 09:32:02+00:00,0.0,0.9617,positive,"['love', 'red_heart']"
10,lindatol_,2023-06-01 23:18:07+00:00,0.0,0.1033,neutral,['red_heart']
11,stylesprinter,2023-06-03 01:45:57+00:00,0.0,0.0806,neutral,"['fire', 'fire fire']"
11,efde7100,2023-05-29 13:56:50+00:00,0.0,-0.0681,neutral,"['chanel', 'hermes']"
11,zackanderson864,2023-05-29 10:19:32+00:00,0.0,-0.0195,neutral,"['thinking_face', 'real']"
11,nicolepoede_,2023-05-29 07:25:52+00:00,0.0,0.1146,neutral,"['white_heart', 'white_heart white_heart']"
11,lara_lepp,2023-05-28 23:55:55+00:00,0.0,0.7867,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes', 'eyes smiling_face_with_heart']"
11,official_cat,2023-05-28 10:31:26+00:00,0.0,0.3535,neutral,"['look red_heart', 'look', 'red_heart']"
11,eleonora.yb,2023-05-28 03:28:43+00:00,0.0,-0.1101,neutral,[]
11,kristianlaliberte,2023-05-28 01:38:39+00:00,1.0,0.0278,neutral,"['fire', 'fire fire']"
11,julluce,2023-05-27 19:27:45+00:00,0.0,-0.1339,neutral,"['red_heart fire', 'fire', 'red_heart']"
11,k_s_salon,2023-05-27 16:12:04+00:00,0.0,0.0278,neutral,"['fire', 'fire fire']"
12,roosebregt,2023-06-03 07:57:43+00:00,0.0,0.7867,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes', 'eyes smiling_face_with_heart']"
12,olssonjensen,2023-06-02 19:36:09+00:00,0.0,0.0487,neutral,"['thought_balloon', 'dream']"
12,8989cha,2023-06-02 18:35:13+00:00,0.0,-0.2388,neutral,['red_heart']
12,frederikeschut,2023-06-01 21:18:09+00:00,0.0,0.8825,positive,"['white_heart', 'love white_heart', 'white_heart white_heart', 'love']"
13,momsetproject,2023-05-29 20:07:13+00:00,0.0,0.1141,neutral,['white_heart']
13,_legroni,2023-05-24 22:55:12+00:00,0.0,-0.1915,neutral,"['feel', 'post']"
13,theceiling.shop,2023-05-24 11:35:42+00:00,1.0,0.104,neutral,[]
13,brigitte.tellier,2023-05-24 09:05:27+00:00,1.0,0.0321,neutral,[]
13,mightymaitie,2023-05-24 08:00:43+00:00,1.0,-0.009,neutral,"['aan', 'spiral_shell', 'dat', 'een', 'je']"
14,wilsonjunior5055,2023-05-31 16:42:23+00:00,0.0,0.0963,neutral,"['hey dm', 'hey', 'dm']"
14,erika_boldrin,2023-05-30 19:24:05+00:00,0.0,0.696,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
14,cottoncake_,2023-05-26 20:08:26+00:00,0.0,0.728,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
14,saschabunge,2023-05-26 09:33:37+00:00,0.0,0.1962,neutral,"['chic', 'sparkling_heart']"
14,cortnebonilla,2023-05-25 22:32:31+00:00,0.0,0.9745,positive,"['truly', 'jeans', 'perfect']"
14,azarakhsh_akbari,2023-05-25 20:49:10+00:00,0.0,0.0326,neutral,"['mama', 'beating_heart']"
14,hannamw,2023-05-25 20:13:19+00:00,0.0,0.5137,positive,"['youuuu', 'red_heart']"
14,maimoun_store,2023-05-25 19:47:15+00:00,0.0,0.2744,neutral,"['red_heart', 'red_heart red_heart']"
14,caitlin__wheeler,2023-05-25 19:45:49+00:00,0.0,0.0442,neutral,"['hiii', 'sunglasses', 'smiling_face_with_sunglasses']"
14,sleepysailormoon,2023-05-25 15:42:21+00:00,0.0,0.9371,positive,"['denim', 'love']"
15,kydracolor,2023-05-28 09:30:17+00:00,0.0,0.1087,neutral,"['fire', 'fire fire', 'dress']"
15,anna.skrypka.co,2023-05-26 22:41:40+00:00,0.0,-0.0321,neutral,"['fire', 'fire fire']"
15,hautemona,2023-05-26 21:43:09+00:00,0.0,0.0979,neutral,"['kiss_mark', 'rose']"
15,stasiaer,2023-05-26 15:48:10+00:00,0.0,0.0381,neutral,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
15,yuliapankratova,2023-05-26 12:50:15+00:00,0.0,-0.8688,negative,"['broken_heart', 'broken_heart broken_heart']"
15,thefrntalpr,2023-05-25 22:35:23+00:00,0.0,0.2744,neutral,"['red_heart', 'red_heart red_heart']"
15,lara_lepp,2023-05-25 09:37:38+00:00,0.0,0.7867,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes', 'eyes smiling_face_with_heart']"
15,lyu_volkova,2023-05-25 07:03:09+00:00,0.0,0.2744,neutral,"['red_heart', 'red_heart red_heart']"
15,shumakova.vera,2023-05-25 06:26:15+00:00,0.0,0.0473,neutral,"['что', 'fire clapping_hands', 'eyes fire', 'clapping_hands', 'fire']"
16,bron0176,2023-04-26 10:29:26+00:00,0.0,-0.0365,neutral,"['leather', 'pants', 'please', 'look']"
16,sharonjgreen,2023-04-26 06:35:39+00:00,0.0,0.975,positive,"['please tell', 'love looks', 'similar', 'blazer', 'green']"
16,dilshan_pathirana,2023-04-26 03:10:12+00:00,0.0,0.5861,positive,['nice']
16,cremusnoc,2023-04-25 14:00:26+00:00,0.0,0.9555,positive,"['version', 'men women', 'tee', 'men', 'women']"
16,mil_co16,2023-04-25 09:01:09+00:00,0.0,-0.0731,neutral,"['coat', 'check', 'like']"
16,caseyyhotch,2023-04-25 05:39:51+00:00,0.0,0.0321,neutral,[]
16,tinaabeysekara,2023-04-26 17:25:44+00:00,3.0,0.9875,positive,"['links', 'faves', 'blazer', 'bio', 'years']"
16,tinaabeysekara,2023-04-26 19:02:23+00:00,1.0,0.84,positive,"['zara', 'stock', 'believe', 'back', 'smiling_face_with_hearts']"
17,artipoppe,2023-05-16 08:58:28+00:00,0.0,0.8394,positive,"['love raising_hands', 'black_heart', 'raising_hands', 'love']"
17,etoile_luxury_vintage,2023-05-12 09:22:19+00:00,0.0,0.9565,positive,['love']
17,marijnvanheijst,2023-05-11 15:13:51+00:00,0.0,0.5086,positive,"['chanel', 'black_heart white_heart', 'cool', 'black_heart', 'white_heart']"
17,kristinegogsadze,2023-05-11 10:15:20+00:00,0.0,0.5175,positive,"['beauty', 'fire']"
17,kimberlybalten,2023-05-11 08:36:46+00:00,0.0,-0.1281,neutral,['heart_on_fire']
17,ellabroek,2023-05-11 05:28:38+00:00,0.0,0.1997,neutral,"['heart_exclamation', 'heart_exclamation heart_exclamation']"
17,lindatol_,2023-05-11 04:25:22+00:00,0.0,0.1033,neutral,['red_heart']
17,meganadelaide,2023-05-10 22:41:27+00:00,0.0,0.1146,neutral,"['white_heart', 'white_heart white_heart']"
17,_yycc99,2023-05-10 21:50:02+00:00,0.0,0.0278,neutral,"['fire', 'fire fire']"
17,faaar07,2023-05-10 21:31:52+00:00,0.0,0.0494,neutral,"['black_heart', 'black_heart black_heart']"
18,steevencee,2023-05-19 14:33:07+00:00,0.0,-0.4712,negative,"['crying_face', 'raising_hands']"
18,k.jadereason,2023-05-17 19:40:06+00:00,0.0,0.2744,neutral,"['red_heart', 'red_heart red_heart']"
18,joycekamerbeek,2023-05-17 17:44:14+00:00,0.0,0.0023,neutral,"['leuk', 'wat een', 'wat', 'een', 'je']"
18,yasdikkeboom,2023-05-17 10:27:22+00:00,1.0,0.9864,positive,"['good red_heart', 'looks good', 'looks', 'good', 'red_heart']"
18,joleomemeier,2023-05-16 18:33:37+00:00,0.0,0.8857,positive,"['eyes smiling_face_with_heart', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
18,xoxotsumi,2023-05-16 13:58:36+00:00,0.0,0.7867,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes', 'eyes smiling_face_with_heart']"
18,bykayleevanhaften,2023-05-16 09:50:49+00:00,0.0,0.7074,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes', 'eyes smiling_face_with_heart']"
18,artipoppe,2023-05-16 09:00:51+00:00,2.0,0.9708,positive,['sparkling_heart']
18,oumaymaboumeshouli,2023-05-16 08:11:03+00:00,0.0,0.6957,positive,"['red_heart red_heart', 'red_heart', 'red_heart smiling_face_with_heart', 'smiling_face_with_heart eyes', 'smiling_face_with_heart']"
19,doina,2023-05-10 18:47:13+00:00,1.0,0.6583,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
19,fatmakaratas.t,2023-05-10 17:13:16+00:00,0.0,0.0803,neutral,['clapping_hands']
19,k.jadereason,2023-05-08 23:39:45+00:00,0.0,0.2744,neutral,"['red_heart', 'red_heart red_heart']"
19,stephaniebroek,2023-05-10 19:23:22+00:00,0.0,0.0667,neutral,"['white_heart', 'white_heart white_heart']"
20,jessicagudlowski,2023-05-23 17:09:31+00:00,0.0,0.0321,neutral,[]
20,pehr,2023-05-08 13:24:09+00:00,1.0,0.0321,neutral,[]
20,haileychristine___,2023-05-07 13:48:27+00:00,0.0,0.9057,positive,"['size go', 'coat', 'go', 'size', 'black_heart']"
20,rachelleayoung,2023-05-07 09:56:40+00:00,0.0,0.982,positive,"['first outfit', 'first', 'outfit', 'blue_heart', 'love']"
20,daan.de.ruijter,2023-05-06 22:22:06+00:00,0.0,0.7867,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes', 'eyes smiling_face_with_heart']"
20,sophievandaniels,2023-05-06 07:37:58+00:00,0.0,0.0216,neutral,"['heart_on_fire', 'coat', 'heart_on_fire heart_on_fire']"
20,jules_kidsconcept,2023-05-06 05:56:17+00:00,0.0,0.1033,neutral,['red_heart']
20,at_venu,2023-05-06 05:49:04+00:00,1.0,0.2744,neutral,"['red_heart', 'red_heart red_heart']"
20,whatgigiwears,2023-05-05 21:49:28+00:00,1.0,0.9573,positive,"['cool', 'fire']"
20,stephaniebroek,2023-05-08 19:12:51+00:00,1.0,0.1146,neutral,"['white_heart', 'white_heart white_heart']"
21,chalerota.daserra,2023-06-06 11:27:06+00:00,0.0,0.0803,neutral,['clapping_hands']
21,ciriladias12oficial,2023-06-06 04:05:09+00:00,0.0,0.3024,neutral,"['clapping_hands', 'clapping_hands clapping_hands']"
21,hugoskyr,2023-06-06 03:59:57+00:00,0.0,0.0271,neutral,"['amo', 'te']"
21,curielmarcia,2023-06-06 02:39:43+00:00,0.0,0.0454,neutral,['linda']
21,sophiamoura29,2023-06-06 02:00:18+00:00,0.0,0.1601,neutral,"['red_heart red_heart', 'red_heart']"
21,thatboypaulwiltshire,2023-06-06 01:52:08+00:00,0.0,0.1254,neutral,"['gisele', 'gisele im', 'im', 'hey']"
21,raphampvthury,2023-06-05 22:38:12+00:00,0.0,0.3024,neutral,"['clapping_hands', 'clapping_hands clapping_hands']"
21,deboradenecke,2023-06-05 20:32:00+00:00,0.0,0.2749,neutral,"['red_heart red_heart', 'red_heart']"
21,aldrey.ferrari,2023-06-05 19:25:32+00:00,0.0,0.2267,neutral,['blue_heart']
22,z.___o___.e,2023-06-06 19:25:13+00:00,0.0,-0.8633,negative,"['stop', 'telling', 'copying', 'hear', 'identity']"
22,z.___o___.e,2023-06-06 18:59:06+00:00,0.0,-0.3758,negative,['stop']
22,z.___o___.e,2023-06-06 18:59:04+00:00,0.0,-0.3758,negative,['stop']
22,z.___o___.e,2023-06-06 18:56:38+00:00,0.0,-0.9323,negative,"['getting', 'close', 'stop']"
22,dimitrov_joroo,2023-06-06 18:48:22+00:00,0.0,0.1695,neutral,['hello']
22,ckralemannwilliam,2023-06-06 18:46:15+00:00,0.0,0.1744,neutral,"['understanding', 'gisele', 'higher', 'faith', 'trust']"
23,petviagensmania,2023-06-06 13:39:38+00:00,0.0,-0.0245,neutral,"['legal', 'sonho', 'familiar', 'parabéns', 'em']"
23,katharinatruman,2023-06-06 13:37:27+00:00,0.0,0.2749,neutral,"['red_heart red_heart', 'red_heart']"
23,brenda.lamparyk,2023-06-06 13:23:29+00:00,0.0,0.9892,positive,"['light_skin_tone', 'spreading', 'gift', 'greatest', 'close']"
23,mmoore216,2023-06-06 11:51:18+00:00,0.0,0.99,positive,"['hope great', 'red_heart', 'mom', 'red_heart red_heart', 'hope']"
23,debrasilverman_astrology,2023-06-05 23:28:49+00:00,0.0,0.2744,neutral,"['red_heart', 'red_heart red_heart']"
23,parham_dehghan2,2023-06-05 15:41:43+00:00,0.0,0.9419,positive,"['world', 'smiling_face_with_smiling_eyes', 'best', 'red_heart']"
23,eloisadesignerlifestyle,2023-06-05 15:18:59+00:00,0.0,0.0065,neutral,['foto']
24,renatalongoni,2023-06-06 13:00:15+00:00,0.0,0.1385,neutral,"['musa purple_heart', 'musa', 'purple_heart']"
24,mmoore216,2023-06-06 11:52:51+00:00,0.0,0.9394,positive,"['blue', 'eyes', 'red_heart smiling_face_with_heart', 'eyes red_heart', 'smiling_face_with_heart eyes']"
24,sophiamoura29,2023-06-06 02:01:47+00:00,0.0,0.8133,positive,"['sparkling_heart sparkling_heart', 'sparkling_heart']"
24,sophiamoura29,2023-06-06 02:01:34+00:00,0.0,0.8118,positive,"['rose rose', 'rose', 'bela']"
24,sophiamoura29,2023-06-06 02:01:28+00:00,0.0,0.5154,positive,"['crown sparkles', 'clapping_hands_light_skin_tone', 'crown', 'sparkles']"
24,sophiamoura29,2023-06-06 02:01:02+00:00,0.0,0.0467,neutral,"['struck star', 'star struck', 'struck', 'star']"
24,sophiamoura29,2023-06-06 02:00:54+00:00,0.0,0.9062,positive,"['sparkles sparkles', 'sparkles', 'perfeita']"
24,laplanteregine,2023-06-05 15:14:31+00:00,0.0,0.9548,positive,"['pretty smiling_face_with_heart', 'pretty', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']"
25,___denilson.afonso,2023-06-06 11:58:10+00:00,0.0,0.005,neutral,"['belo', 'que']"
25,___denilson.afonso,2023-06-06 11:58:06+00:00,0.0,-0.0478,neutral,[]
25,aldeziriojr,2023-06-06 05:15:04+00:00,0.0,0.7867,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes', 'eyes smiling_face_with_heart']"
25,aims365,2023-06-05 19:50:24+00:00,0.0,0.3296,neutral,"['orange_heart', 'orange_heart orange_heart']"
25,aldrey.ferrari,2023-06-05 19:25:38+00:00,0.0,0.2267,neutral,['blue_heart']
25,laplanteregine,2023-06-05 15:13:05+00:00,0.0,0.2468,neutral,['green_heart']
25,eduvipp,2023-06-04 15:48:44+00:00,0.0,0.5611,positive,"['fire', 'fire fire', 'clapping_hands', 'clapping_hands clapping_hands', 'red_heart face_blowing_a_kiss']"
25,miss.jasmineg,2023-06-02 15:12:39+00:00,0.0,0.117,neutral,"['fire', 'fire clapping_hands', 'fire fire', 'clapping_hands']"
25,rupashkuam,2023-06-01 16:39:20+00:00,0.0,0.9873,positive,"['red_heart red_heart', 'red_heart', 'love red_heart', 'love']"
26,mmoore216,2023-06-06 11:54:04+00:00,0.0,0.3864,neutral,"['red_heart red_heart', 'red_heart', 'clapping_hands', 'clapping_hands clapping_hands', 'red_heart clapping_hands']"
26,aims365,2023-06-05 19:50:41+00:00,0.0,0.7073,positive,"['purple_heart', 'purple_heart purple_heart']"
26,aldrey.ferrari,2023-06-05 19:25:45+00:00,0.0,0.2267,neutral,['blue_heart']
26,islandtribe_,2023-06-05 01:09:12+00:00,0.0,0.1327,neutral,['two_hearts']
26,elianaportella,2023-06-03 22:14:23+00:00,0.0,0.03,neutral,"['abençoe sempre', 'abençoe', 'parabéns', 'deus', 'maravilhosa']"
26,ahmedope,2023-05-30 11:02:19+00:00,0.0,0.8509,positive,"['make new', 'movie', 'girls', 'hope', 'make']"
26,taninagrey,2023-05-28 18:59:15+00:00,0.0,0.0088,neutral,[]
26,thaipeoliveira,2023-05-28 12:52:19+00:00,0.0,0.2977,neutral,"['com os', 'animais', 'deusa', 'giii', 'favor']"
27,jen_cor77,2023-06-03 02:33:43+00:00,1.0,0.1018,neutral,"['fire', 'hot_face', 'fire fire']"
27,amberunraveled,2023-06-02 15:16:06+00:00,1.0,0.2453,neutral,"['wowwwww', 'get']"
27,edelabarre,2023-06-02 14:50:28+00:00,1.0,0.9603,positive,"['kitchen', 'love']"
27,rhyancaminske,2023-06-03 20:41:34+00:00,0.0,0.9536,positive,"['ahhhh', 'thank']"
