post_id,ownerUsername,timestamp,clean_comment,sentiment_label
4,i.amivana,2023-04-16 11:09:17+00:00,babe what size are you wearing in the denim,neutral
4,bysiss,2023-04-03 08:03:22+00:00,:butterfly::butterfly::two_hearts::two_hearts:,neutral
4,joewest7114,2023-04-02 17:27:36+00:00,:white_heart::heart_exclamation::heart_on_fire::tulip::collision:,neutral
4,fabio__montedoro,2023-03-29 19:34:51+00:00,nice:black_heart:,neutral
4,lenalovefrank,2023-03-25 15:18:32+00:00,:fire:,neutral
4,riot_fox_,2023-03-20 19:39:58+00:00,love it:red_heart:,positive
4,carolineebo,2023-03-11 12:17:48+00:00,obsessed,negative
5,burttled,2023-05-24 19:58:32+00:00,:broken_heart:,neutral
5,cassaundrarose,2023-05-24 11:49:09+00:00,:heart_on_fire::heart_on_fire::heart_on_fire:,neutral
5,tatyanakochnova_official,2023-05-24 07:29:00+00:00,perfect match :broken_heart:,positive
5,amooooreeee_,2023-05-24 07:15:06+00:00,gorgeous :red_heart::red_heart::red_heart:,positive
5,myrluka,2023-05-24 07:10:01+00:00,dreams come true:smiling_face_with_hearteyes::fire:,positive
5,sweetmatchaicecreamira,2023-05-24 04:34:15+00:00,si belle :red_heart::smiling_face_with_hearteyes:,neutral
5,amalia_roumy,2023-05-24 02:58:50+00:00,love it so much :smiling_face_with_hearteyes:,positive
5,christellehawa,2023-05-24 02:58:22+00:00,wow so beautiful :hundred_points:,positive
5,noha_rached,2023-05-24 02:58:04+00:00,so elegant and classy :fire:,positive
5,jane_elhajj,2023-05-24 02:57:42+00:00,red suits you so much :red_heart:,neutral
6,ajgul_agayeva,2023-06-06 11:10:16+00:00,derde foto smelt :smiling_face_with_hearteyes:,neutral
6,josephinebredsted,2023-06-06 07:03:45+00:00,olive:smiling_face_with_hearteyes::olive::red_heart:,neutral
7,sherylunardi,2023-05-24 01:04:07+00:00,,neutral
7,masha_lobanovaa,2023-05-23 21:15:28+00:00,:red_heart:,neutral
7,sandra_soko,2023-05-23 19:14:23+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes:,neutral
7,lara_lepp,2023-05-23 03:10:06+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes:,neutral
7,selflover_studio,2023-05-22 23:43:30+00:00,:raising_hands::red_heart::fire:,neutral
7,pamarias,2023-05-22 23:36:00+00:00,stunning :smiling_face_with_hearteyes:,positive
7,fela_montparnasse_felappi,2023-05-22 22:45:21+00:00,the queen of cannes festival,positive
7,gabrielaaamedinaaa,2023-05-22 21:26:07+00:00,:red_heart:,neutral
7,pr_saymedia,2023-05-22 20:21:15+00:00,can you check direct,neutral
7,20.04th,2023-05-22 20:09:37+00:00,omg :smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes: you are so beautiful :smiling_face_with_hearteyes:,positive
8,frederikeschut,2023-06-05 06:33:22+00:00,zo mooi :black_heart::white_heart:,neutral
8,_jeanettemadsen_,2023-06-04 06:05:34+00:00,:red_heart:,neutral
8,maimoun_store,2023-06-04 01:54:01+00:00,wow :ribbon:,positive
8,sashashviderska,2023-06-03 17:41:10+00:00,:smiling_face_with_hearteyes:,neutral
8,erika_boldrin,2023-06-03 12:31:13+00:00,chic,positive
8,joysworld_,2023-06-03 11:21:17+00:00,perfect:smiling_face_with_hearteyes:,neutral
8,brunabear,2023-06-03 09:17:40+00:00,:smiling_face_with_hearteyes:,neutral
8,flavia.ippoliti,2023-06-03 07:01:01+00:00,:brown_heart::brown_heart::brown_heart:,neutral
8,rubyfranken,2023-06-03 06:26:51+00:00,mooi :red_heart:,neutral
8,___leipzigrotterdam,2023-06-02 22:40:42+00:00,:black_heart:,neutral
9,handritian,2023-05-27 04:46:58+00:00,just wow :red_heart:,positive
9,natalyosmann,2023-05-25 22:21:55+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,neutral
9,stellainwonderland,2023-05-23 14:29:48+00:00,this is crazy:red_heart:,neutral
9,kirankkaur,2023-05-22 19:17:02+00:00,literally the audrey,neutral
9,grafinya.gorbunova,2023-05-22 10:32:35+00:00,take a picture take a picture :camera_with_flash:,neutral
9,hayedehsabouni,2023-05-22 10:09:18+00:00,really talented :starstruck::starstruck::starstruck::starstruck::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes: brilliant chic i proud of u hassanzadeh_jewelry :beating_heart::red_heart::clapping_hands::clapping_hands::clapping_hands::clapping_hands::purple_heart::blue_heart::green_heart::red_heart:,positive
9,hayedehsabouni,2023-05-22 10:06:21+00:00,proud of my country iran:red_heart::beating_heart:,positive
9,o_kovaa,2023-05-22 09:40:19+00:00,:smiling_face_with_hearteyes:,neutral
9,yvonnetnt,2023-05-22 01:47:41+00:00,:dizzy::smiling_face_with_hearteyes:,neutral
9,germanlarkin,2023-05-22 00:41:21+00:00,took my breath away :sparkles:,neutral
10,1djun_,2023-06-05 21:49:40+00:00,:green_heart::green_heart::green_heart:,neutral
10,vanessaroseblair,2023-06-02 18:05:27+00:00,so lush :cloud::cloud::cloud:,neutral
10,marijnvanheijst,2023-06-02 15:09:50+00:00,cool mom :smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes:,positive
10,whatgigiwears,2023-06-02 12:01:46+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes:,neutral
10,flavia.ippoliti,2023-06-02 11:54:19+00:00,:black_heart::black_heart::black_heart:,neutral
10,saschabunge,2023-06-02 11:46:56+00:00,:white_heart: zo chic,positive
10,fabio__montedoro,2023-06-02 10:07:40+00:00,gorgeous :white_heart:,positive
10,emmavloeimans,2023-06-02 10:04:33+00:00,:smiling_face_with_hearteyes:,neutral
10,bcarven75,2023-06-02 09:32:02+00:00,love the tabis:red_heart:,positive
10,lindatol_,2023-06-01 23:18:07+00:00,:red_heart:,neutral
11,stylesprinter,2023-06-03 01:45:57+00:00,:fire::fire::fire::fire:,neutral
11,efde7100,2023-05-29 13:56:50+00:00,lvcelinhermesdiorfendichanelgucci:syy845,neutral
11,zackanderson864,2023-05-29 10:19:32+00:00,are those :melon::melon: real :thinking_face:,neutral
11,nicolepoede_,2023-05-29 07:25:52+00:00,:white_heart::white_heart:,neutral
11,lara_lepp,2023-05-28 23:55:55+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes:,neutral
11,official_cat,2023-05-28 10:31:26+00:00,this look :red_heart:,neutral
11,eleonora.yb,2023-05-28 03:28:43+00:00,,neutral
11,kristianlaliberte,2023-05-28 01:38:39+00:00,:fire::fire::fire:,neutral
11,julluce,2023-05-27 19:27:45+00:00,:red_heart::fire:,neutral
11,k_s_salon,2023-05-27 16:12:04+00:00,:fire::fire::fire:,neutral
12,roosebregt,2023-06-03 07:57:43+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes:,neutral
12,olssonjensen,2023-06-02 19:36:09+00:00,dream :thought_balloon:,positive
12,8989cha,2023-06-02 18:35:13+00:00,:red_heart:donkey,neutral
12,frederikeschut,2023-06-01 21:18:09+00:00,love :white_heart::white_heart:,positive
13,momsetproject,2023-05-29 20:07:13+00:00,:white_heart:,neutral
13,_legroni,2023-05-24 22:55:12+00:00,i feel this post,neutral
13,theceiling.shop,2023-05-24 11:35:42+00:00,:coin::coin::coin:,neutral
13,brigitte.tellier,2023-05-24 09:05:27+00:00,,neutral
13,mightymaitie,2023-05-24 08:00:43+00:00,is dat een gouden mossel aan je sleutelbos:spiral_shell::oyster: intrigued,neutral
14,wilsonjunior5055,2023-05-31 16:42:23+00:00,hey dm me,neutral
14,erika_boldrin,2023-05-30 19:24:05+00:00,you:smiling_face_with_hearteyes:,neutral
14,cottoncake_,2023-05-26 20:08:26+00:00,:smiling_face_with_hearteyes:,neutral
14,saschabunge,2023-05-26 09:33:37+00:00,:sparkling_heart:chic,neutral
14,cortnebonilla,2023-05-25 22:32:31+00:00,these jeans truly are perfect,positive
14,azarakhsh_akbari,2023-05-25 20:49:10+00:00,knapste mama :beating_heart:,neutral
14,hannamw,2023-05-25 20:13:19+00:00,youuuu:red_heart:,neutral
14,maimoun_store,2023-05-25 19:47:15+00:00,:red_heart::red_heart::red_heart:,neutral
14,caitlin__wheeler,2023-05-25 19:45:49+00:00,hiii where are these sunglasses from :smiling_face_with_sunglasses:,neutral
14,sleepysailormoon,2023-05-25 15:42:21+00:00,love this denim,positive
15,kydracolor,2023-05-28 09:30:17+00:00,dress :fire::fire::fire::fire::fire:,neutral
15,anna.skrypka.co,2023-05-26 22:41:40+00:00,:fire::fire:,neutral
15,hautemona,2023-05-26 21:43:09+00:00,:rose::kiss_mark:,neutral
15,stasiaer,2023-05-26 15:48:10+00:00,:smiling_face_with_hearteyes:,neutral
15,yuliapankratova,2023-05-26 12:50:15+00:00,:broken_heart::broken_heart::broken_heart:,neutral
15,thefrntalpr,2023-05-25 22:35:23+00:00,:red_heart::red_heart::red_heart:,neutral
15,lara_lepp,2023-05-25 09:37:38+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes:,neutral
15,lyu_volkova,2023-05-25 07:03:09+00:00,:red_heart::red_heart::red_heart:,neutral
15,shumakova.vera,2023-05-25 06:26:15+00:00,:smiling_face_with_hearteyes::fire::clapping_hands:,neutral
16,bron0176,2023-04-26 10:29:26+00:00,where are your leather look pants from please,positive
16,sharonjgreen,2023-04-26 06:35:39+00:00,a wonderful staple love all these looks can you please tell me where the green blazer is from been looking for something similar,positive
16,dilshan_pathirana,2023-04-26 03:10:12+00:00,nice,positive
16,cremusnoc,2023-04-25 14:00:26+00:00,uniqlo are the best is this the mens or womens version of this tee,positive
16,mil_co16,2023-04-25 09:01:09+00:00,whats the sizing like on the check coat,positive
16,caseyyhotch,2023-04-25 05:39:51+00:00,_insainslie_,neutral
16,tinaabeysekara,2023-04-26 17:25:44+00:00,sharonjgreen love this blazer as well one of my faves for 2 years now ive linked it in my links highlight and also in my outfit links in my bio :smiling_face_with_hearts:,positive
16,tinaabeysekara,2023-04-26 19:02:23+00:00,bron0176 zara i believe theyre back in stock now :smiling_face_with_hearts:,neutral
17,artipoppe,2023-05-16 08:58:28+00:00,love :raising_hands::black_heart:,positive
17,etoile_luxury_vintage,2023-05-12 09:22:19+00:00,love this,positive
17,marijnvanheijst,2023-05-11 15:13:51+00:00,cool in chanel :black_heart::white_heart:,positive
17,kristinegogsadze,2023-05-11 10:15:20+00:00,beauty :fire:,positive
17,kimberlybalten,2023-05-11 08:36:46+00:00,:heart_on_fire:,neutral
17,ellabroek,2023-05-11 05:28:38+00:00,:heart_exclamation::heart_exclamation::heart_exclamation:,neutral
17,lindatol_,2023-05-11 04:25:22+00:00,:red_heart:,neutral
17,meganadelaide,2023-05-10 22:41:27+00:00,:white_heart::white_heart:,neutral
17,_yycc99,2023-05-10 21:50:02+00:00,:fire::fire::fire:,neutral
17,faaar07,2023-05-10 21:31:52+00:00,:black_heart::black_heart::black_heart:,neutral
18,steevencee,2023-05-19 14:33:07+00:00,:crying_face::raising_hands:,neutral
18,k.jadereason,2023-05-17 19:40:06+00:00,:red_heart::red_heart::red_heart:,neutral
18,joycekamerbeek,2023-05-17 17:44:14+00:00,wat een leuk meisje heb je :red_heart:,neutral
18,yasdikkeboom,2023-05-17 10:27:22+00:00,motherhood looks so good on you:red_heart:,positive
18,joleomemeier,2023-05-16 18:33:37+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes:,neutral
18,xoxotsumi,2023-05-16 13:58:36+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes:,neutral
18,bykayleevanhaften,2023-05-16 09:50:49+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes:,neutral
18,artipoppe,2023-05-16 09:00:51+00:00,such a blessing :sparkling_heart:,positive
18,oumaymaboumeshouli,2023-05-16 08:11:03+00:00,:red_heart::red_heart::red_heart::red_heart::red_heart: :smiling_face_with_hearteyes:,neutral
19,doina,2023-05-10 18:47:13+00:00,the table :smiling_face_with_hearteyes:,neutral
19,fatmakaratas.t,2023-05-10 17:13:16+00:00,:clapping_hands:,neutral
19,k.jadereason,2023-05-08 23:39:45+00:00,:red_heart::red_heart::red_heart:,neutral
19,stephaniebroek,2023-05-10 19:23:22+00:00,doina :white_heart::white_heart::white_heart:,neutral
20,jessicagudlowski,2023-05-23 17:09:31+00:00,,neutral
20,pehr,2023-05-08 13:24:09+00:00,,neutral
20,haileychristine___,2023-05-07 13:48:27+00:00,love the ganni coat what size did you go with :black_heart:,positive
20,rachelleayoung,2023-05-07 09:56:40+00:00,love this first outfit :blue_heart:,positive
20,daan.de.ruijter,2023-05-06 22:22:06+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes:,neutral
20,sophievandaniels,2023-05-06 07:37:58+00:00,the coat :heart_on_fire::heart_on_fire:,neutral
20,jules_kidsconcept,2023-05-06 05:56:17+00:00,:red_heart:,neutral
20,at_venu,2023-05-06 05:49:04+00:00,:red_heart::red_heart::red_heart:,neutral
20,whatgigiwears,2023-05-05 21:49:28+00:00,so cool :fire:,positive
20,stephaniebroek,2023-05-08 19:12:51+00:00,francesshoemack :white_heart::white_heart:,neutral
21,chalerota.daserra,2023-06-06 11:27:06+00:00,:clapping_hands:,neutral
21,ciriladias12oficial,2023-06-06 04:05:09+00:00,:clapping_hands::clapping_hands::clapping_hands:,neutral
21,hugoskyr,2023-06-06 03:59:57+00:00,amo te,neutral
21,curielmarcia,2023-06-06 02:39:43+00:00,linda,neutral
21,sophiamoura29,2023-06-06 02:00:18+00:00,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,neutral
21,thatboypaulwiltshire,2023-06-06 01:52:08+00:00,hey gisele im paul xxxxxxxx,neutral
21,raphampvthury,2023-06-05 22:38:12+00:00,:clapping_hands::clapping_hands::clapping_hands:,neutral
21,deboradenecke,2023-06-05 20:32:00+00:00,:red_heart::red_heart::red_heart::red_heart:,neutral
21,aldrey.ferrari,2023-06-05 19:25:32+00:00,:blue_heart:,neutral
22,z.___o___.e,2023-06-06 19:25:13+00:00,how are you not embarrassed to hear someone keep telling you to stop copying everything that i do gisele i removed the comments because i thought you were going to stop you have no self control no respect no identity and no shame,negative
22,z.___o___.e,2023-06-06 18:59:06+00:00,stop,negative
22,z.___o___.e,2023-06-06 18:59:04+00:00,stop,negative
22,z.___o___.e,2023-06-06 18:56:38+00:00,this is plagiarism and you are dangerously close to getting a lawsuit this is your warning to stop gisele,negative
22,dimitrov_joroo,2023-06-06 18:48:22+00:00,hello from bulgaria,neutral
22,ckralemannwilliam,2023-06-06 18:46:15+00:00,and its only by faith that you trust methats with anyoneif your familiar with the bible gisele then it sais somewhere in it to not lean on your own understanding but lean on gods understandingthe most common thing for celebrities to do is to lean on thete own understanding because they assume its there own works that elevate them in a higher position than othersno mortal is higher than me giseleim sorry to break it to youa correct marriage stands as the man ahead of the householdthe woman under him then the chillins or children,positive
23,petviagensmania,2023-06-06 13:39:38+00:00,que legal sonho de relao familiar em qualquer lugar parabns gisele,positive
23,katharinatruman,2023-06-06 13:37:27+00:00,:red_heart::red_heart::red_heart::red_heart:,neutral
23,brenda.lamparyk,2023-06-06 13:23:29+00:00,this is the greatest gift no other material need even comes close :light_skin_tone: thank you for spreading love:light_skin_tone:,positive
23,mmoore216,2023-06-06 11:51:18+00:00,your mom is very beautiful too hope it was great for both of you:red_heart::red_heart::red_heart:,positive
23,debrasilverman_astrology,2023-06-05 23:28:49+00:00,:red_heart::red_heart::red_heart:,neutral
23,parham_dehghan2,2023-06-05 15:41:43+00:00,best mum in world :world_map::red_heart::smiling_face_with_smiling_eyes::pear:3,positive
23,eloisadesignerlifestyle,2023-06-05 15:18:59+00:00,a foto do marrrrr uau,neutral
24,renatalongoni,2023-06-06 13:00:15+00:00,musa :purple_heart:,neutral
24,mmoore216,2023-06-06 11:52:51+00:00,beautiful blue eyes :red_heart::red_heart::smiling_face_with_hearteyes::smiling_face_with_hearteyes:,positive
24,sophiamoura29,2023-06-06 02:01:47+00:00,lindaaaaaaaaaaa:sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart:,neutral
24,sophiamoura29,2023-06-06 02:01:34+00:00,bela:rose::rose::rose::rose::rose::rose::rose::rose::rose:,neutral
24,sophiamoura29,2023-06-06 02:01:28+00:00,deslumbrante:crown::sparkles::clapping_hands_light_skin_tone:,neutral
24,sophiamoura29,2023-06-06 02:01:02+00:00,rainha:starstruck::starstruck::starstruck::starstruck::starstruck::starstruck::starstruck::starstruck::starstruck::starstruck::starstruck:,neutral
24,sophiamoura29,2023-06-06 02:00:54+00:00,perfeita:sparkles::sparkles::sparkles::sparkles::sparkles::sparkles::sparkles::sparkles:,neutral
24,laplanteregine,2023-06-05 15:14:31+00:00,so pretty :smiling_face_with_hearteyes::smiling_face_with_hearteyes:,positive
25,___denilson.afonso,2023-06-06 11:58:10+00:00,que belo decote,neutral
25,___denilson.afonso,2023-06-06 11:58:06+00:00,gostosa,neutral
25,aldeziriojr,2023-06-06 05:15:04+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes:,neutral
25,aims365,2023-06-05 19:50:24+00:00,:orange_heart::orange_heart::orange_heart:,neutral
25,aldrey.ferrari,2023-06-05 19:25:38+00:00,:blue_heart:,neutral
25,laplanteregine,2023-06-05 15:13:05+00:00,:green_heart:,neutral
25,eduvipp,2023-06-04 15:48:44+00:00,:clapping_hands::clapping_hands::clapping_hands::smiling_face_with_hearteyes::red_heart::face_blowing_a_kiss::red_heart::smiling_face_with_sunglasses::victory_hand::squinting_face_with_tongue::fire::smiling_face_with_hearteyes::fire::fire::fire::fire:gorgeus:fire::fire::fire:,neutral
25,miss.jasmineg,2023-06-02 15:12:39+00:00,:fire::fire::clapping_hands:,neutral
25,rupashkuam,2023-06-01 16:39:20+00:00,i love:red_heart::red_heart::red_heart::red_heart:,neutral
26,mmoore216,2023-06-06 11:54:04+00:00,:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,neutral
26,aims365,2023-06-05 19:50:41+00:00,:purple_heart::purple_heart::purple_heart:,neutral
26,aldrey.ferrari,2023-06-05 19:25:45+00:00,:blue_heart:,neutral
26,islandtribe_,2023-06-05 01:09:12+00:00,:two_hearts:,neutral
26,elianaportella,2023-06-03 22:14:23+00:00,parabns maravilhosa deus te abenoe sempre :red_heart::raising_hands:,neutral
26,ahmedope,2023-05-30 11:02:19+00:00,i hope you make it to the new spice girls movie spicegirla spicegirls,positive
26,taninagrey,2023-05-28 18:59:15+00:00,:water_pistol:,neutral
26,thaipeoliveira,2023-05-28 12:52:19+00:00,giii faz uma caridade e me segue para engajar meu trabalho com os animais por favor deusa do universo :smiling_face_with_hearteyes::woman_dancing_light_skin_tone::crown:,positive
27,jen_cor77,2023-06-03 02:33:43+00:00,:hot_face::fire::fire::fire:,neutral
27,amberunraveled,2023-06-02 15:16:06+00:00,wo get it,neutral
27,edelabarre,2023-06-02 14:50:28+00:00,love that kitchen,positive
27,rhyancaminske,2023-06-03 20:41:34+00:00,amberunraveled ahhhh thank you,positive
28,feelgoodcentral,2023-05-16 01:59:34+00:00,happy moms day rhyan :red_heart::red_heart::red_heart::red_heart:,positive
28,mommakellz328,2023-05-15 17:35:45+00:00,i hope you had a wonderful mothers day :heart_suit::heart_suit:,positive
28,yourbotoxbestie,2023-05-15 13:52:44+00:00,happy mothers day,positive
28,steph.fishing,2023-05-15 13:11:20+00:00,happy mothers day :cherry_blossom:,positive
28,mudavefan,2023-05-15 11:04:08+00:00,happy mothers day rhyan,positive
28,lex__92,2023-05-15 10:55:23+00:00,hmd beautiful lady xo,positive
28,simplysummerjenn,2023-05-15 10:19:33+00:00,happy mothers day :red_heart:,positive
28,drew_drew27,2023-05-15 03:51:12+00:00,happy mothers day,positive
28,dannafwells,2023-05-15 02:24:31+00:00,happy mothers day :sparkling_heart::sparkles:,positive
28,rhyancaminske,2023-05-16 18:05:32+00:00,yourbotoxbestie happy mothers day to you too :red_heart:,positive
29,cajuntrader1987,2023-06-01 01:24:36+00:00,great pics looks like a fun weekend,positive
29,steve2044.sd,2023-05-31 01:21:33+00:00,so adorable,positive
29,arailz,2023-05-30 15:37:10+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes:,neutral
29,papafrank13,2023-05-30 01:36:39+00:00,:folded_hands::heart_suit::heart_suit:,neutral
29,pd203,2023-05-30 00:32:06+00:00,wow you son looks a lot like by your husband man everyone is posting their kids today my wife did too this a thing or :united_states:,positive
29,carlvoshel,2023-05-30 00:27:48+00:00,lol whos got baby fever carl or you enjoy,positive
30,alleest111,2023-05-26 08:41:26+00:00,i sincerely hope you could read my private message:,positive
30,petitemiamigirl,2023-05-23 05:43:20+00:00,so pretty and elegant love your total look :smiling_face_with_hearteyes::white_heart:,positive
30,wiedemanntami,2023-05-18 14:47:53+00:00,looking good :smiling_face_with_hearteyes:,positive
30,denisemichellemcninch,2023-05-18 12:41:14+00:00,those are super cute loafers,positive
30,momlife.of.leni.and.leo,2023-05-17 23:43:52+00:00,:smiling_face_with_hearteyes::red_heart::fire::red_heart:,neutral
30,lentzdestiny,2023-05-17 21:25:44+00:00,i bought the lululemon dress pants and theyve changed my life,neutral
30,new_fashionnailspa,2023-05-17 14:52:01+00:00,:fire::fire::fire:beautiful happy lovely :clapping_hands::red_heart:,positive
30,jae.savage27,2023-05-17 12:42:08+00:00,pretty rhyancaminske :fire::fire::fire::starstruck::starstruck::starstruck:,positive
30,layla_beauty_06,2023-05-17 12:40:59+00:00,send pic on :pinched_fingers:paradise_pro_media:check_mark_button:29m,neutral
31,wjomarie_forrest,2023-06-06 18:08:55+00:00,hello hey i sent you a dm if you could check your hidden requests it will be in there,neutral
31,michdumas,2023-06-06 04:07:12+00:00,soo deserving :smiling_face_with_hearteyes:,neutral
31,iammrscoscia,2023-06-05 21:45:53+00:00,well im jealous,negative
31,grip2u,2023-06-05 21:02:29+00:00,you go girl:fire::fire:,neutral
31,elizabeth.alejandra,2023-06-05 19:38:58+00:00,love the shoes,positive
31,moneygirl__jenn,2023-06-05 19:17:05+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes::smiling_face_with_hearteyes:,neutral
31,ortallevitan,2023-06-05 19:06:25+00:00,you look incredible honey :two_hearts:,neutral
31,gothsnake.marey5,2023-06-05 18:48:15+00:00,lets collab yubamajewels :white_heart:,neutral
31,sweetmotherly,2023-06-05 18:47:24+00:00,gggiiirrrlll you look amazing :red_heart::fire: i hope you have a great monday,positive
31,jendce,2023-06-05 18:26:36+00:00,love the black you off again x,positive
32,alleest111,2023-05-26 08:41:20+00:00,i sincerely hope you could read my private message:,positive
32,amberunraveled,2023-05-19 22:30:01+00:00,what dc so close,neutral
32,be_a_giver,2023-05-18 21:59:32+00:00,have fun rhyan:grinning_face_with_smiling_eyes:,positive
32,allyoos,2023-05-18 21:00:37+00:00,this hair is gorg:sparkles:,neutral
32,balu__2k3,2023-05-18 20:39:42+00:00,why im blushing:smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes:,neutral
32,pd203,2023-05-18 18:41:49+00:00,nice pic,positive
32,gianna.stallone,2023-05-18 17:38:48+00:00,:fire::fire:,neutral
32,heathercaminske,2023-05-18 17:26:28+00:00,miss you already,negative
32,jae.savage27,2023-05-18 17:25:51+00:00,fiery duo rhyancaminske and heathercaminske :fire::fire::fire::fire:,negative
33,dweb464,2023-04-21 23:25:25+00:00,:smiling_face_with_hearteyes::smiling_face_with_hearteyes::fire::fire:,neutral
33,shopspikesandseamsdotcom,2023-04-21 20:08:50+00:00,gorgeous girl:beating_heart:,positive
33,karrlton,2023-04-21 15:23:51+00:00,my girl no dates without us :women_holding_hands::men_holding_hands:,negative
