post_id,commentUser,timestamp,comments,likes,clean_comments,tokens,polarity,sentiment,tfidf_keywords,preferences,emoji_present
2,nabeelageorge,2023-04-23 10:33:41+00:00,How did moccona get your home address though ?,0.0,how did moccona get your home address though,"['moccona', 'get', 'home', 'address', 'though']",-0.0778,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
2,madisonstyleblog,2023-04-16 11:01:27+00:00,So pretty :smiling_face_with_heart-eyes:,0.0,so pretty smiling_face_with_hearteyes,"['pretty', 'smiling_face_with_hearteyes']",0.9576,positive,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
2,rolly.mag,2023-02-06 01:44:58+00:00,Just caught up on this. Beautiful words :red_heart:️,0.0,just caught up on this beautiful words red_heart,"['caught', 'beautiful', 'word', 'red_heart']",0.9662,positive,"['beautiful', 'red_heart', 'amazing', 'clapping_hands', 'de']",['words'],[]
2,antgeorgopoulos,2023-02-01 09:11:56+00:00,@cristinadalton22,0.0,cristinadalton,['cristinadalton'],0.04,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
3,stylesprinter,2023-06-03 01:45:35+00:00,love this monochrome look :fire::fire::fire:,0.0,love this monochrome look firefirefire love fire fire fire,"['love', 'monochrome', 'look', 'firefirefire', 'love', 'fire', 'fire', 'fire']",0.982,positive,"['fire', 'love', 'look', 'firefirefire', 'amazing']","['this monochrome', 'fire fire']","['love', 'fire']"
3,gibz_photography,2023-05-30 14:43:44+00:00,:smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyes,['smiling_face_with_hearteyes'],0.6461,positive,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
3,annkurtoglyan,2023-05-30 13:42:55+00:00,"Mary, this is incredible :smiling_face_with_heart-eyes:",0.0,mary this is incredible smiling_face_with_hearteyes,"['mary', 'incredible', 'smiling_face_with_hearteyes']",0.9737,positive,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
3,ileniatoma_,2023-05-30 09:33:28+00:00,The drama:fire:,0.0,the dramafire fire,"['dramafire', 'fire']",-0.0168,neutral,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['fire']
3,gabrielaaamedinaaa,2023-05-30 06:38:53+00:00,Love this look :smiling_face_with_heart-eyes:,0.0,love this look smiling_face_with_hearteyes love,"['love', 'look', 'smiling_face_with_hearteyes', 'love']",0.9844,positive,"['love', 'look', 'smiling_face_with_hearteyes', 'amazing', 'beautiful']",['this look'],['love']
3,valyamihei,2023-05-30 02:39:04+00:00,:white_heart:,0.0,white_heart,['white_heart'],0.1141,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
3,verivanovaa,2023-05-30 02:29:51+00:00,:red_heart:️:red_heart:️,0.0,red_heartred_heart,['red_heartred_heart'],-0.1533,neutral,"['red_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
3,zaharova_zoya_,2023-05-30 02:28:48+00:00,:broken_heart:,0.0,broken_heart,['broken_heart'],-0.4402,negative,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
3,sashasergeva,2023-05-30 02:27:17+00:00,Love this look,0.0,love this look love,"['love', 'look', 'love']",0.9819,positive,"['love', 'look', 'amazing', 'beautiful', 'clapping_hands']",['this look'],['love']
4,pellelannefors,2023-05-31 17:23:45+00:00,:OK_hand_medium_skin_tone::white_heart::smiling_face_with_sunglasses:,0.0,ok_hand_medium_skin_tonewhite_heartsmiling_face_with_sunglasses,['ok_hand_medium_skin_tonewhite_heartsmiling_face_with_sunglasses'],0.2427,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
4,talitakalloe,2023-04-27 13:46:38+00:00,"Zo terecht, you are one of a kind :red_heart:️:clapping_hands_medium-dark_skin_tone::raising_hands_medium-dark_skin_tone:",0.0,zo terecht you are one of a kind red_heartclapping_hands_mediumdark_skin_toneraising_hands_mediumdark_skin_tone,"['zo', 'terecht', 'one', 'kind', 'red_heartclapping_hands_mediumdark_skin_toneraising_hands_mediumdark_skin_tone']",0.6962,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
4,i.amivana,2023-04-16 11:09:17+00:00,babe what size are you wearing in the denim?,0.0,babe what size are you wearing in the denim,"['babe', 'size', 'wearing', 'denim']",-0.025,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
4,bysiss,2023-04-03 08:03:22+00:00,:butterfly::butterfly::two_hearts::two_hearts:,0.0,butterflybutterflytwo_heartstwo_hearts,['butterflybutterflytwo_heartstwo_hearts'],0.2623,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
4,joewest7114,2023-04-02 17:27:36+00:00,:white_heart::heart_exclamation:️:heart_on_fire::tulip::collision:,0.0,white_heartheart_exclamationheart_on_firetulipcollision,['white_heartheart_exclamationheart_on_firetulipcollision'],0.1029,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
4,fabio__montedoro,2023-03-29 19:34:51+00:00,Nice!!:black_heart:,0.0,niceblack_heart,['niceblack_heart'],0.2285,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
4,lenalovefrank,2023-03-25 15:18:32+00:00,:fire:,0.0,fire fire,"['fire', 'fire']",-0.0321,neutral,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['fire']
4,riot_fox_,2023-03-20 19:39:58+00:00,Love it:red_heart:️,0.0,love itred_heart love,"['love', 'itred_heart', 'love']",0.9545,positive,"['love', 'amazing', 'beautiful', 'clapping_hands', 'de']",['itred_heart love'],['love']
4,carolineebo,2023-03-11 12:17:48+00:00,Obsessed,0.0,obsessed,['obsessed'],-0.4753,negative,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
5,burttled,2023-05-24 19:58:32+00:00,"Маша, ты королева :broken_heart:",0.0,маша ты королева broken_heart,"['маша', 'ты', 'королева', 'broken_heart']",-0.3476,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
5,cassaundrarose,2023-05-24 11:49:09+00:00,:heart_on_fire::heart_on_fire::heart_on_fire:,0.0,heart_on_fireheart_on_fireheart_on_fire,['heart_on_fireheart_on_fireheart_on_fire'],0.0783,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
5,tatyanakochnova_official,2023-05-24 07:29:00+00:00,Perfect match :broken_heart:🫦,0.0,perfect match broken_heart,"['perfect', 'match', 'broken_heart']",0.2687,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",['match'],[]
5,amooooreeee_,2023-05-24 07:15:06+00:00,Gorgeous :red_heart:️:red_heart:️:red_heart:️,0.0,gorgeous red_heartred_heartred_heart,"['gorgeous', 'red_heartred_heartred_heart']",0.9384,positive,"['gorgeous', 'red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands']",['red_heartred_heartred_heart'],[]
5,myrluka,2023-05-24 07:10:01+00:00,Dreams come true:smiling_face_with_heart-eyes::fire:,0.0,dreams come truesmiling_face_with_hearteyesfire fire,"['dream', 'come', 'truesmiling_face_with_hearteyesfire', 'fire']",0.3284,neutral,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['fire']
5,sweetmatchaicecreamira,2023-05-24 04:34:15+00:00,Si belle :red_heart:️:smiling_face_with_heart-eyes:,0.0,si belle red_heartsmiling_face_with_hearteyes,"['si', 'belle', 'red_heartsmiling_face_with_hearteyes']",0.4149,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
5,amalia_roumy,2023-05-24 02:58:50+00:00,Love it so much :smiling_face_with_heart-eyes:,0.0,love it so much smiling_face_with_hearteyes love,"['love', 'much', 'smiling_face_with_hearteyes', 'love']",0.9868,positive,"['love', 'smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands']",['it so'],['love']
5,christellehawa,2023-05-24 02:58:22+00:00,Wow so beautiful :hundred_points:,0.0,wow so beautiful hundred_points wow,"['wow', 'beautiful', 'hundred_points', 'wow']",0.9822,positive,"['wow', 'beautiful', 'amazing', 'clapping_hands', 'de']",['hundred_points'],['wow']
5,noha_rached,2023-05-24 02:58:04+00:00,So elegant and classy :fire:,0.0,so elegant and classy fire fire,"['elegant', 'classy', 'fire', 'fire']",0.9112,positive,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']",['and'],['fire']
5,jane_elhajj,2023-05-24 02:57:42+00:00,Red suits you so much :red_heart:️,0.0,red suits you so much red_heart,"['red', 'suit', 'much', 'red_heart']",0.9546,positive,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
6,ajgul_agayeva,2023-06-06 11:10:16+00:00,Derde foto!!! Smelt :smiling_face_with_heart-eyes:,0.0,derde foto smelt smiling_face_with_hearteyes,"['derde', 'foto', 'smelt', 'smiling_face_with_hearteyes']",0.4528,neutral,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
6,josephinebredsted,2023-06-06 07:03:45+00:00,Olive:smiling_face_with_heart-eyes::olive::red_heart:️,0.0,olivesmiling_face_with_hearteyesolivered_heart,['olivesmiling_face_with_hearteyesolivered_heart'],0.0334,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
7,sherylunardi,2023-05-24 01:04:07+00:00,🫶🫶🫶🫶,0.0,,[],0.0321,neutral,[],[],[]
7,masha_lobanovaa,2023-05-23 21:15:28+00:00,Прекрасна :red_heart:️,1.0,прекрасна red_heart,"['прекрасна', 'red_heart']",-0.0042,neutral,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
7,sandra_soko,2023-05-23 19:14:23+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes,['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes'],-0.0304,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
7,lara_lepp,2023-05-23 03:10:06+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes,['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes'],0.0897,neutral,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
7,selflover_studio,2023-05-22 23:43:30+00:00,Красота :raising_hands::red_heart:️:fire:!,0.0,красота raising_handsred_heartfire fire,"['красота', 'raising_handsred_heartfire', 'fire']",-0.192,neutral,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['fire']
7,pamarias,2023-05-22 23:36:00+00:00,Stunning :smiling_face_with_heart-eyes:,1.0,stunning smiling_face_with_hearteyes,"['stunning', 'smiling_face_with_hearteyes']",0.951,positive,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",['smiling_face_with_hearteyes'],[]
7,fela_montparnasse_felappi,2023-05-22 22:45:21+00:00,The queen of cannes festival,0.0,the queen of cannes festival,"['queen', 'cannes', 'festival']",0.5739,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
7,gabrielaaamedinaaa,2023-05-22 21:26:07+00:00,:red_heart:️,0.0,red_heart,['red_heart'],0.1033,neutral,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
7,pr_saymedia,2023-05-22 20:21:15+00:00,Can you check direct,0.0,can you check direct check,"['check', 'direct', 'check']",-0.047,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],['check']
7,20.04th,2023-05-22 20:09:37+00:00,OMG :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: You are so beautiful :smiling_face_with_heart-eyes:,0.0,omg smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes you are so beautiful smiling_face_with_hearteyes,"['omg', 'smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'beautiful', 'smiling_face_with_hearteyes']",0.9872,positive,"['beautiful', 'smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'smiling_face_with_hearteyes', 'amazing', 'clapping_hands']","['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes you', 'smiling_face_with_hearteyes']",[]
8,frederikeschut,2023-06-05 06:33:22+00:00,Zo mooi :black_heart::white_heart:,0.0,zo mooi black_heartwhite_heart,"['zo', 'mooi', 'black_heartwhite_heart']",0.0524,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
8,_jeanettemadsen_,2023-06-04 06:05:34+00:00,:red_heart:️,0.0,red_heart,['red_heart'],0.1033,neutral,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
8,maimoun_store,2023-06-04 01:54:01+00:00,Wow :ribbon:,0.0,wow ribbon wow,"['wow', 'ribbon', 'wow']",0.537,positive,"['wow', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['wow']
8,sashashviderska,2023-06-03 17:41:10+00:00,:smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyes,['smiling_face_with_hearteyes'],0.6461,positive,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
8,erika_boldrin,2023-06-03 12:31:13+00:00,Chic,0.0,chic,['chic'],-0.0167,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
8,joysworld_,2023-06-03 11:21:17+00:00,Perfect:smiling_face_with_heart-eyes:,0.0,perfectsmiling_face_with_hearteyes,['perfectsmiling_face_with_hearteyes'],0.8507,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
8,brunabear,2023-06-03 09:17:40+00:00,:smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyes,['smiling_face_with_hearteyes'],0.6461,positive,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
8,flavia.ippoliti,2023-06-03 07:01:01+00:00,:brown_heart::brown_heart::brown_heart:,0.0,brown_heartbrown_heartbrown_heart,['brown_heartbrown_heartbrown_heart'],0.005,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
8,rubyfranken,2023-06-03 06:26:51+00:00,Mooi :red_heart:️,0.0,mooi red_heart,"['mooi', 'red_heart']",0.2898,neutral,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
8,___leipzigrotterdam,2023-06-02 22:40:42+00:00,:black_heart:,0.0,black_heart,['black_heart'],0.0519,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
9,handritian,2023-05-27 04:46:58+00:00,Just wow :red_heart:️,0.0,just wow red_heart wow,"['wow', 'red_heart', 'wow']",0.9139,positive,"['wow', 'red_heart', 'amazing', 'beautiful', 'clapping_hands']",[],['wow']
9,natalyosmann,2023-05-25 22:21:55+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0.0,smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyesclapping_handsclapping_handsclapping_handsclapping_handsclapping_hands,['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyesclapping_handsclapping_handsclapping_handsclapping_handsclapping_hands'],0.0163,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
9,stellainwonderland,2023-05-23 14:29:48+00:00,This is crazy:red_heart:️,0.0,this is crazyred_heart,['crazyred_heart'],0.1711,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
9,kirankkaur,2023-05-22 19:17:02+00:00,literally the Audrey!,0.0,literally the audrey,"['literally', 'audrey']",-0.2652,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
9,grafinya.gorbunova,2023-05-22 10:32:35+00:00,- Take a picture. Take a picture :camera_with_flash:,0.0,take a picture take a picture camera_with_flash,"['take', 'picture', 'take', 'picture', 'camera_with_flash']",0.146,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
9,hayedehsabouni,2023-05-22 10:09:18+00:00,Really talented :star-struck::star-struck::star-struck::star-struck::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: Brilliant & Chic I proud of U @hassanzadeh_jewelry :beating_heart::red_heart:️:clapping_hands::clapping_hands::clapping_hands::clapping_hands::purple_heart:🩵:blue_heart::green_heart::red_heart:️,0.0,really talented starstruckstarstruckstarstruckstarstrucksmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes brilliant chic i proud of u hassanzadeh_jewelry beating_heartred_heartclapping_handsclapping_handsclapping_handsclapping_handspurple_heartblue_heartgreen_heartred_heart star star star star,"['really', 'talented', 'starstruckstarstruckstarstruckstarstrucksmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'brilliant', 'chic', 'proud', 'u', 'hassanzadeh_jewelry', 'beating_heartred_heartclapping_handsclapping_handsclapping_handsclapping_handspurple_heartblue_heartgreen_heartred_heart', 'star', 'star', 'star', 'star']",0.9602,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],['star']
9,hayedehsabouni,2023-05-22 10:06:21+00:00,"Proud of my country ""Iran"":red_heart:️:beating_heart:",0.0,proud of my country iranred_heartbeating_heart,"['proud', 'country', 'iranred_heartbeating_heart']",0.9741,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
9,o_kovaa,2023-05-22 09:40:19+00:00,:smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyes,['smiling_face_with_hearteyes'],0.6461,positive,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
9,yvonnetnt,2023-05-22 01:47:41+00:00,🫶:dizzy::smiling_face_with_heart-eyes:,0.0,dizzysmiling_face_with_hearteyes,['dizzysmiling_face_with_hearteyes'],-0.0857,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
9,germanlarkin,2023-05-22 00:41:21+00:00,Took my breath away :sparkles:,1.0,took my breath away sparkles,"['took', 'breath', 'away', 'sparkle']",0.8189,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
10,1djun_,2023-06-05 21:49:40+00:00,:green_heart::green_heart::green_heart:,0.0,green_heartgreen_heartgreen_heart,['green_heartgreen_heartgreen_heart'],0.5136,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
10,vanessaroseblair,2023-06-02 18:05:27+00:00,So lush :cloud:️:cloud:️:cloud:️,0.0,so lush cloudcloudcloud,"['lush', 'cloudcloudcloud']",0.766,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
10,marijnvanheijst,2023-06-02 15:09:50+00:00,Cool mom :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0,cool mom smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes,"['cool', 'mom', 'smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes']",0.7356,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",['mom'],[]
10,whatgigiwears,2023-06-02 12:01:46+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes,['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes'],0.0203,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
10,flavia.ippoliti,2023-06-02 11:54:19+00:00,:black_heart::black_heart::black_heart:,0.0,black_heartblack_heartblack_heart,['black_heartblack_heartblack_heart'],0.0086,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
10,saschabunge,2023-06-02 11:46:56+00:00,:white_heart: zo chic!!!,0.0,white_heart zo chic,"['white_heart', 'zo', 'chic']",0.17,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
10,fabio__montedoro,2023-06-02 10:07:40+00:00,Gorgeous :white_heart:,0.0,gorgeous white_heart,"['gorgeous', 'white_heart']",0.9073,positive,"['gorgeous', 'amazing', 'beautiful', 'clapping_hands', 'de']",['white_heart'],[]
10,emmavloeimans,2023-06-02 10:04:33+00:00,:smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyes,['smiling_face_with_hearteyes'],0.6461,positive,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
10,bcarven75,2023-06-02 09:32:02+00:00,Love the tabis:red_heart:️,0.0,love the tabisred_heart love,"['love', 'tabisred_heart', 'love']",0.9715,positive,"['love', 'amazing', 'beautiful', 'clapping_hands', 'de']",['the tabisred_heart'],['love']
10,lindatol_,2023-06-01 23:18:07+00:00,:red_heart:️,0.0,red_heart,['red_heart'],0.1033,neutral,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
11,stylesprinter,2023-06-03 01:45:57+00:00,:fire::fire::fire::fire:,0.0,firefirefirefire fire fire fire fire,"['firefirefirefire', 'fire', 'fire', 'fire', 'fire']",-0.0887,neutral,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['fire']
11,efde7100,2023-05-29 13:56:50+00:00,美麗警告LV~celin~Hermes~dior~fendi~Chanel~Gucci.....靠谱可人一百分#品质控+:syy845,0.0,美麗警告lvcelinhermesdiorfendichanelgucci靠谱可人一百分品质控syy,['美麗警告lvcelinhermesdiorfendichanelgucci靠谱可人一百分品质控syy'],-0.0804,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
11,zackanderson864,2023-05-29 10:19:32+00:00,Are those :melon::melon: real :thinking_face:,0.0,are those melonmelon real thinking_face,"['melonmelon', 'real', 'thinking_face']",-0.038,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
11,nicolepoede_,2023-05-29 07:25:52+00:00,:white_heart::white_heart:,0.0,white_heartwhite_heart,['white_heartwhite_heart'],0.2063,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
11,lara_lepp,2023-05-28 23:55:55+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes,['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes'],0.0897,neutral,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
